,case:concept:name,General activity,Specific activity,Time,Question,Year
337,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-07-07 17:27:42.634554,P1,2017
338,A11 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:42.651153,P1,2017
339,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-07-07 17:27:42.683783,P1,2017
340,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-07-07 17:27:42.703705,P1,2017
341,A13 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:42.718526,P1,2017
342,A13 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-07-07 17:27:42.737156,P1,2017
343,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2021-07-07 17:27:42.758935,P1,2017
344,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:42.775442,P1,2017
345,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-07-07 17:27:42.803673,P1,2017
346,A14 P1 BPI 2017,Preprocess the traces of the logs, ,2021-07-07 17:27:42.820779,P1,2017
347,A14 P1 BPI 2017,Group traces,Group traces by activities,2021-07-07 17:27:42.832319,P1,2017
348,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:42.856854,P1,2017
349,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-07-07 17:27:42.873202,P1,2017
350,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-07-07 17:27:42.892051,P1,2017
351,A14 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-07-07 17:27:42.919035,P1,2017
352,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2021-07-07 17:27:42.931556,P1,2017
353,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:42.956363,P1,2017
354,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-07-07 17:27:42.973735,P1,2017
355,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-07-07 17:27:43.008275,P1,2017
356,A15 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.024906,P1,2017
357,A15 P1 BPI 2017,Identify roles,Identify rol associated with bottlenecks,2021-07-07 17:27:43.048763,P1,2017
358,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-07-07 17:27:43.071063,P1,2017
359,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-07-07 17:27:43.081704,P1,2017
360,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-07-07 17:27:43.104793,P1,2017
361,A16 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:43.124432,P1,2017
362,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-07-07 17:27:43.142851,P1,2017
363,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:43.163322,P1,2017
364,A16 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:43.184075,P1,2017
365,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-07-07 17:27:43.200674,P1,2017
366,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:43.228842,P1,2017
367,A16 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-07-07 17:27:43.248678,P1,2017
368,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-07-07 17:27:43.268889,P1,2017
369,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-07-07 17:27:43.284380,P1,2017
370,A17 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-07-07 17:27:43.313781,P1,2017
371,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-07-07 17:27:43.325045,P1,2017
372,A17 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-07-07 17:27:43.353646,P1,2017
373,A17 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.373696,P1,2017
374,A17 P1 BPI 2017,Identify roles,Identify rol associated with bottlenecks,2021-07-07 17:27:43.388604,P1,2017
375,A17 P1 BPI 2017,Calculate processing time, ,2021-07-07 17:27:43.403641,P1,2017
376,A17 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:43.425970,P1,2017
377,A17 P1 BPI 2017,Compare waiting time with processing time, ,2021-07-07 17:27:43.446325,P1,2017
378,A21 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:43.465417,P1,2017
379,A21 P1 BPI 2017,Calculate processing time, ,2021-07-07 17:27:43.484974,P1,2017
380,A21 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-07-07 17:27:43.498305,P1,2017
381,A21 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.522951,P1,2017
382,A22 P1 BPI 2017,Calculate waiting time, ,2021-07-07 17:27:43.538325,P1,2017
383,A22 P1 BPI 2017,Assign resource to each activity, ,2021-07-07 17:27:43.555919,P1,2017
384,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-07-07 17:27:43.579045,P1,2017
385,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-07-07 17:27:43.594086,P1,2017
386,A22 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.620523,P1,2017
387,A23 P1 BPI 2017,Group activities,Group activities using clustering,2021-07-07 17:27:43.631960,P1,2017
388,A23 P1 BPI 2017,Represent heatmaps, ,2021-07-07 17:27:43.662703,P1,2017
389,A23 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-07-07 17:27:43.680685,P1,2017
390,A23 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:43.685063,P1,2017
391,A23 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.713963,P1,2017
392,A1 P2 BPI 2019,Group events by time, ,2021-07-07 17:27:43.725069,P2,2019
393,A1 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:43.744733,P2,2019
394,A1 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:43.771874,P2,2019
395,A1 P2 BPI 2019,Compare cycle time, ,2021-07-07 17:27:43.784007,P2,2019
396,A1 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:43.805701,P2,2019
397,A1 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:43.816015,P2,2019
398,A1 P2 BPI 2019,Calculate throughput, ,2021-07-07 17:27:43.835993,P2,2019
399,A1 P2 BPI 2019,Calculate frequency,Calculate frequency of attributes,2021-07-07 17:27:43.857308,P2,2019
400,A1 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-07-07 17:27:43.884096,P2,2019
401,A3 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-07-07 17:27:43.893644,P2,2019
402,A3 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-07-07 17:27:43.907367,P2,2019
403,A3 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-07-07 17:27:43.928291,P2,2019
404,A3 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-07-07 17:27:43.956940,P2,2019
405,A3 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-07-07 17:27:43.970108,P2,2019
406,A3 P2 BPI 2019,Aplicar técnicas de machine learning, ,2021-07-07 17:27:43.983993,P2,2019
407,A3 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-07-07 17:27:44.014032,P2,2019
408,A4 P2 BPI 2019,Preprocess the events of the logs, ,2021-07-07 17:27:44.031676,P2,2019
409,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:44.041869,P2,2019
410,A4 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:44.064000,P2,2019
411,A4 P2 BPI 2019,Filter traces,Filter traces depending on the order of activities,2021-07-07 17:27:44.084954,P2,2019
412,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:44.102442,P2,2019
413,A4 P2 BPI 2019,Group traces,Group traces by activities,2021-07-07 17:27:44.115332,P2,2019
414,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:44.134777,P2,2019
415,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:44.154841,P2,2019
416,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:44.173132,P2,2019
417,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:44.194782,P2,2019
418,A4 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:44.214631,P2,2019
419,A5 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:44.233749,P2,2019
420,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:44.244799,P2,2019
421,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-07-07 17:27:44.265271,P2,2019
422,A5 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-07-07 17:27:44.291965,P2,2019
423,A5 P2 BPI 2019,Discover happy path of the process, ,2021-07-07 17:27:44.304284,P2,2019
424,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-07-07 17:27:44.323072,P2,2019
425,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:44.344383,P2,2019
426,A5 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-07-07 17:27:44.365016,P2,2019
427,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-07-07 17:27:44.385564,P2,2019
428,A5 P2 BPI 2019,Identify resources,Identify resource associated with bottlenecks,2021-07-07 17:27:44.398747,P2,2019
429,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-07-07 17:27:44.418160,P2,2019
430,A5 P2 BPI 2019,Identify values of attributes, ,2021-07-07 17:27:44.438731,P2,2019
431,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-07-07 17:27:44.449960,P2,2019
432,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:44.477713,P2,2019
433,A5 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-07-07 17:27:44.494147,P2,2019
434,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-07-07 17:27:44.513626,P2,2019
435,A5 P2 BPI 2019,Identify resources,Identify resources by activities,2021-07-07 17:27:44.525969,P2,2019
436,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-07-07 17:27:44.544788,P2,2019
437,A5 P2 BPI 2019,Identify values of attributes, ,2021-07-07 17:27:44.569008,P2,2019
438,A10 P2 BPI 2019,Preprocess the traces of the logs, ,2021-07-07 17:27:44.584961,P2,2019
439,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-07-07 17:27:44.601000,P2,2019
440,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:44.618964,P2,2019
441,A10 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:44.639652,P2,2019
442,A10 P2 BPI 2019,Identify values of attributes, ,2021-07-07 17:27:44.663821,P2,2019
443,A11 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:44.680262,P2,2019
444,A11 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:44.694735,P2,2019
445,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-07-07 17:27:44.713809,P2,2019
446,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-07-07 17:27:44.731037,P2,2019
447,A11 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-07-07 17:27:44.755858,P2,2019
448,A11 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-07-07 17:27:44.764349,P2,2019
449,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-07-07 17:27:44.785599,P2,2019
450,A11 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-07-07 17:27:44.796549,P2,2019
451,A11 P2 BPI 2019,Calculate average of activities per trace, ,2021-07-07 17:27:44.823979,P2,2019
452,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-07-07 17:27:44.837515,P2,2019
453,A11 P2 BPI 2019,Identify values of attributes, ,2021-07-07 17:27:44.864987,P2,2019
454,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-07-07 17:27:44.883781,P2,2019
455,A11 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-07-07 17:27:44.903825,P2,2019
456,A11 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-07-07 17:27:44.919064,P2,2019
457,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:44.937674,P2,2019
458,A11 P2 BPI 2019,Group traces,Group traces by activities,2021-07-07 17:27:44.948213,P2,2019
459,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:44.973623,P2,2019
460,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-07-07 17:27:44.983738,P2,2019
461,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-07-07 17:27:45.003748,P2,2019
462,A13 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-07-07 17:27:45.024797,P2,2019
463,A13 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:45.044745,P2,2019
464,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:45.060582,P2,2019
465,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:45.078910,P2,2019
466,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-07-07 17:27:45.094278,P2,2019
467,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-07-07 17:27:45.114096,P2,2019
468,A14 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-07-07 17:27:45.135729,P2,2019
469,A14 P2 BPI 2019,Identify activity with biggest backlog, ,2021-07-07 17:27:45.155035,P2,2019
470,A14 P2 BPI 2019,Calculate waiting time, ,2021-07-07 17:27:45.174900,P2,2019
471,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-07-07 17:27:45.185788,P2,2019
472,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:45.201721,P2,2019
473,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-07-07 17:27:45.225705,P2,2019
474,A14 P2 BPI 2019,Represent heatmaps, ,2021-07-07 17:27:45.254499,P2,2019
475,A14 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-07-07 17:27:45.264031,P2,2019
476,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:45.285180,P2,2019
477,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.302562,P2,2019
478,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.320851,P2,2019
479,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-07-07 17:27:45.349505,P2,2019
480,A14 P2 BPI 2019,Represent temporal series of subprocesses, ,2021-07-07 17:27:45.367574,P2,2019
481,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2021-07-07 17:27:45.389185,P2,2019
482,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.405044,P2,2019
483,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-07-07 17:27:45.430197,P2,2019
484,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-07-07 17:27:45.443559,P2,2019
485,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-07-07 17:27:45.471623,P2,2019
486,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.492782,P2,2019
487,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.514967,P2,2019
488,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-07-07 17:27:45.537341,P2,2019
489,A14 P2 BPI 2019,Represent scatterplot, ,2021-07-07 17:27:45.561331,P2,2019
490,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.575900,P2,2019
491,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-07-07 17:27:45.596542,P2,2019
492,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-07-07 17:27:45.615098,P2,2019
493,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-07-07 17:27:45.631217,P2,2019
494,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-07-07 17:27:45.647209,P2,2019
495,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.667709,P2,2019
496,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:45.694430,P2,2019
497,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:45.713217,P2,2019
498,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:45.737675,P2,2019
499,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:45.757227,P2,2019
500,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-07-07 17:27:45.779394,P2,2019
501,A15 P2 BPI 2019,Preprocess the events of the logs, ,2021-07-07 17:27:45.797068,P2,2019
502,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-07-07 17:27:45.804609,P2,2019
503,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:45.819132,P2,2019
504,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.843749,P2,2019
505,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.862166,P2,2019
506,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-07-07 17:27:45.888353,P2,2019
